x1,x2,y
-1.169216,5.496106,0.0
5.688067,-4.666036,1.0
-1.449848,5.200425,0.0
-2.918980,-3.293996,1.0
3.000444,5.229410,0.0
-0.621001,2.829449,1.0
1.125518,5.290320,0.0
-5.194530,-4.467222,1.0
-5.066852,5.706861,0.0
-5.637832,-3.037176,1.0
-4.951875,5.916475,0.0
-5.609638,2.818083,1.0
-2.942074,5.281365,0.0
5.805938,-3.602511,1.0
5.841465,5.753209,0.0
2.374882,2.641707,1.0
-5.525237,5.669310,0.0
2.196784,-2.652642,1.0
4.920339,5.069905,0.0
1.783393,-2.510481,1.0
1.136301,5.904179,0.0
1.089225,-5.402261,1.0
-2.778592,5.103457,0.0
1.612009,-2.969404,1.0
1.688132,5.221152,0.0
-2.203598,-3.877600,1.0
4.568357,5.190409,0.0
-3.607601,3.050701,1.0
4.505506,5.020460,0.0
-4.268930,0.086346,1.0
-3.247596,5.824588,0.0
1.703403,-2.902498,1.0
5.610082,5.323761,0.0
2.899499,-0.127891,1.0
-3.001358,5.089212,0.0
2.782841,-4.785441,1.0
-0.630877,5.424672,0.0
-1.083756,1.315172,1.0
3.887293,5.862567,0.0
-5.660777,-4.681991,1.0
-0.498804,5.304449,0.0
1.733255,-5.186272,1.0
2.329336,5.576272,0.0
-1.270935,-0.599013,1.0
0.753569,5.616206,0.0
1.583368,-4.339950,1.0
-5.539558,5.327143,0.0
-3.401983,2.873894,1.0
-3.251962,5.139985,0.0
5.450072,3.354367,1.0
-2.941385,5.069576,0.0
2.714497,-1.456554,1.0
3.474536,5.267021,0.0
3.652598,-2.778684,1.0
-0.939362,5.072386,0.0
1.193205,2.202015,1.0
2.452887,5.836881,0.0
-5.079420,-1.819545,1.0
-4.141518,5.752519,0.0
3.190108,0.150414,1.0
5.343024,5.105035,0.0
-5.365498,2.077673,1.0
0.872049,5.261858,0.0
-1.891348,0.107205,1.0
-4.059448,5.425014,0.0
-1.583595,0.519523,1.0
-4.368649,5.059447,0.0
-1.742615,3.864698,1.0
-2.708538,5.799822,0.0
4.153503,3.928989,1.0
0.686472,5.768672,0.0
-5.844912,-3.431913,1.0
2.600634,5.428442,0.0
5.644447,-5.785680,1.0
3.470972,5.315428,0.0
-1.208605,2.973129,1.0
1.893070,5.411782,0.0
-2.358383,-1.337384,1.0
3.079071,5.970337,0.0
4.910100,0.056076,1.0
0.176660,5.566164,0.0
3.042667,-5.892286,1.0
3.893727,5.937207,0.0
-4.738449,4.888766,1.0
-0.851445,5.878248,0.0
5.419835,-0.832982,1.0
4.210744,5.986563,0.0
-1.657923,-0.710824,1.0
-4.341474,5.425937,0.0
5.436157,-2.509473,1.0
3.281029,5.123786,0.0
0.940730,-5.151964,1.0
-1.190644,5.424451,0.0
3.484167,-1.599204,1.0
-1.355533,5.774946,0.0
1.027248,-3.049590,1.0
-1.192820,5.137137,0.0
4.696679,1.084127,1.0
-0.176814,5.145725,0.0
4.862357,1.635497,1.0
0.217357,5.559326,0.0
1.191218,4.801482,1.0
-1.499120,5.148895,0.0
4.954078,-4.803204,1.0
-3.092724,5.289893,0.0
4.459359,-3.546702,1.0
