x1,x2,y
3.948628,5.296227,0.0
1.383029,0.572951,1.0
-5.064736,5.489515,0.0
-5.443893,4.491848,1.0
2.132960,5.332202,0.0
-1.357738,4.498357,1.0
3.882923,5.139458,0.0
-0.245944,-5.581496,1.0
-4.205152,5.005791,0.0
-5.348695,-3.522005,1.0
2.949745,5.179680,0.0
-4.234018,-1.135720,1.0
-3.874506,5.586893,0.0
3.813553,2.390104,1.0
-5.429638,5.038915,0.0
4.073046,-4.319795,1.0
2.897618,5.131046,0.0
4.990089,0.434193,1.0
0.243727,5.161062,0.0
5.943325,1.461989,1.0
4.750470,5.578235,0.0
0.794520,-2.496234,1.0
4.354881,5.243305,0.0
-1.553928,-4.865559,1.0
4.442756,5.699656,0.0
2.243616,4.454487,1.0
1.980187,5.497782,0.0
-3.556913,2.966553,1.0
-0.476624,5.690059,0.0
3.628560,1.206729,1.0
1.496871,5.956622,0.0
-0.114954,-0.024168,1.0
1.219086,5.587044,0.0
-3.112612,-5.661843,1.0
-0.791542,5.275672,0.0
-5.569734,1.482268,1.0
-3.959531,5.083598,0.0
-5.924383,4.897432,1.0
-5.945088,5.449509,0.0
5.801291,2.301656,1.0
-4.061558,5.694249,0.0
0.489119,0.625287,1.0
-5.033285,5.790732,0.0
3.664945,0.724130,1.0
-1.126390,5.382555,0.0
2.914358,-2.385505,1.0
-3.598173,5.753721,0.0
-4.418125,0.570416,1.0
-3.317556,5.921206,0.0
-2.571084,-0.204350,1.0
4.223527,5.408506,0.0
-4.478873,-0.419337,1.0
-3.558877,5.979201,0.0
2.872375,0.006542,1.0
4.808246,5.093595,0.0
-1.467876,1.409444,1.0
4.559807,5.337107,0.0
-4.479742,-3.023436,1.0
-5.379658,5.046765,0.0
3.971925,0.140011,1.0
-4.375029,5.439880,0.0
-5.872485,1.148070,1.0
5.277421,5.805864,0.0
-3.698973,3.363217,1.0
5.583026,5.954805,0.0
-1.192471,-1.867407,1.0
-2.384427,5.467095,0.0
-3.071786,-3.513844,1.0
1.814533,5.424581,0.0
-4.133035,4.088307,1.0
