x1,x2,y
5.542310,5.806023,0.0
1.664219,-1.473627,1.0
0.045309,5.755596,0.0
-1.400294,-2.737908,1.0
-0.809316,5.912107,0.0
3.554840,-1.809455,1.0
-2.144579,5.031102,0.0
5.467114,1.789152,1.0
-1.331266,5.706211,0.0
-5.413692,-3.916514,1.0
-4.184421,5.217108,0.0
5.860069,-5.824463,1.0
-3.406880,5.286429,0.0
-3.959073,-0.139075,1.0
2.561327,5.110313,0.0
4.065274,-2.933414,1.0
2.440725,5.633358,0.0
2.762670,4.193523,1.0
2.819182,5.992192,0.0
-4.444395,3.048894,1.0
2.757761,5.840682,0.0
2.693790,-1.468773,1.0
-4.157199,5.980441,0.0
-3.450988,-4.751700,1.0
-2.540845,5.006010,0.0
5.863443,2.892421,1.0
-2.190169,5.911137,0.0
-5.053415,3.257758,1.0
-2.619994,5.877166,0.0
5.063376,-3.843267,1.0
2.690588,5.358744,0.0
2.807316,-1.437483,1.0
-0.658668,5.883997,0.0
-5.313674,-2.914297,1.0
0.193123,5.910843,0.0
-2.921120,-3.268591,1.0
0.787770,5.024434,0.0
-2.692154,4.968538,1.0
5.134598,5.591065,0.0
0.056894,-3.787462,1.0
0.468704,5.757753,0.0
-0.889859,-3.862994,1.0
0.447928,5.166356,0.0
3.899090,0.005730,1.0
3.325291,5.085259,0.0
1.879915,-0.264073,1.0
-4.185819,5.473609,0.0
-0.094451,-3.441213,1.0
2.048781,5.934202,0.0
2.275467,-0.231436,1.0
-2.605072,5.273728,0.0
1.078518,-5.356286,1.0
0.908489,5.491315,0.0
-4.945370,-4.830480,1.0
-5.878697,5.369319,0.0
-1.712230,-1.451372,1.0
3.221804,5.430846,0.0
2.456342,3.747269,1.0
3.921490,5.240507,0.0
0.409240,2.099390,1.0
-5.595261,5.225017,0.0
-4.283082,2.233029,1.0
1.668134,5.164930,0.0
3.953061,-4.896597,1.0
-1.104954,5.521455,0.0
0.176440,1.432491,1.0
3.868700,5.623850,0.0
-1.906948,1.923615,1.0
-3.517505,5.646278,0.0
-4.026232,-0.873984,1.0
-5.469538,5.736077,0.0
2.502430,-1.661469,1.0
2.032964,5.014982,0.0
3.594852,-1.322541,1.0
1.393286,5.479924,0.0
-3.837024,-0.870389,1.0
-2.442972,5.483663,0.0
1.864390,2.797106,1.0
-5.770187,5.231889,0.0
-1.290455,-4.672773,1.0
5.108869,5.377925,0.0
-0.425580,-0.717515,1.0
-4.007309,5.577566,0.0
2.309800,0.804547,1.0
5.254530,5.440454,0.0
1.407056,-3.612316,1.0
-5.306723,5.952204,0.0
-4.622189,2.876746,1.0
1.169075,5.320077,0.0
-0.917670,-3.283663,1.0
-2.407264,5.555912,0.0
-5.585461,1.154003,1.0
-0.029002,5.281438,0.0
-3.756931,1.264717,1.0
-1.043549,5.540026,0.0
0.436516,4.526152,1.0
-3.553986,5.079802,0.0
-1.532676,4.310932,1.0
-3.678154,5.633597,0.0
4.846607,0.923677,1.0
-3.755234,5.888779,0.0
-0.592419,3.213872,1.0
-1.399807,5.721341,0.0
-0.837622,-1.909187,1.0
0.300130,5.138695,0.0
-1.922039,0.292338,1.0
3.371077,5.846367,0.0
1.770338,-5.927815,1.0
-5.213213,5.764460,0.0
-3.444593,-5.279184,1.0
4.970424,5.960476,0.0
-2.549630,0.375484,1.0
3.373872,5.335007,0.0
-3.074751,-5.340080,1.0
4.657588,5.044834,0.0
-0.959172,-4.805505,1.0
2.758490,5.974036,0.0
-2.764737,-2.933399,1.0
2.529973,5.629174,0.0
-2.932378,-0.469534,1.0
3.141185,5.948657,0.0
-3.830784,-3.989402,1.0
4.734065,5.715535,0.0
-3.995402,1.276396,1.0
5.833532,5.082592,0.0
-3.746038,4.345971,1.0
5.488672,5.058057,0.0
-0.486326,-1.676464,1.0
3.233944,5.450293,0.0
-3.856465,-3.601802,1.0
4.511256,5.339665,0.0
-2.494647,0.461325,1.0
-0.693714,5.373950,0.0
-2.051756,4.133775,1.0
1.391190,5.865005,0.0
4.280370,0.175333,1.0
4.744728,5.319606,0.0
2.301959,1.032845,1.0
-3.699628,5.172611,0.0
-1.841274,1.714602,1.0
-1.122063,5.740893,0.0
-3.632038,0.343629,1.0
3.366090,5.940714,0.0
5.169310,0.596071,1.0
-2.363723,5.457661,0.0
3.827273,4.976261,1.0
-3.706778,5.094458,0.0
-0.881264,-3.406938,1.0
-0.861451,5.797121,0.0
2.424211,3.716614,1.0
3.413871,5.469052,0.0
2.700520,3.639293,1.0
1.589670,5.795887,0.0
-3.060273,-2.009369,1.0
-2.687114,5.837715,0.0
-1.056166,-2.984564,1.0
-2.191597,5.913547,0.0
3.980406,-1.323773,1.0
-0.919281,5.826032,0.0
