x1,x2,y
5.245020,5.649303,0.0
-5.458966,-5.362703,1.0
4.616986,3.990659,0.0
-7.101689,-1.256920,1.0
2.000810,4.398897,0.0
2.915614,-3.418899,1.0
-4.677902,1.112634,0.0
3.808441,-4.214643,1.0
3.606717,1.772585,0.0
5.172212,-6.548329,1.0
-2.188143,4.330712,0.0
1.792345,-0.151865,1.0
2.469020,1.957219,0.0
-0.834469,-0.405238,1.0
-7.250962,1.212080,0.0
1.420223,-4.854100,1.0
-7.299231,2.735464,0.0
4.713941,-1.857853,1.0
-1.028159,6.693585,0.0
-5.395076,-0.905868,1.0
-0.261570,2.940826,0.0
2.844591,-0.644852,1.0
-5.695531,4.180393,0.0
-7.131608,-1.067850,1.0
2.609742,0.350081,0.0
-1.618741,-5.435372,1.0
5.959765,2.930370,0.0
-2.007940,-5.248577,1.0
-1.724296,2.252163,0.0
-6.860606,-3.057253,1.0
-4.785110,3.197223,0.0
2.396067,-3.436986,1.0
-1.861904,0.036267,0.0
-0.609471,-4.346999,1.0
-6.475546,5.892681,0.0
0.652737,-1.342554,1.0
1.821991,3.842951,0.0
3.598590,-6.692203,1.0
1.418788,4.818241,0.0
-7.010975,-1.126565,1.0
-5.454034,6.205922,0.0
-0.626472,-6.811594,1.0
-7.141299,5.613350,0.0
4.395118,-2.321409,1.0
-1.440919,0.646939,0.0
5.704270,-4.868001,1.0
6.629945,3.434972,0.0
1.384077,-5.241277,1.0
2.131979,4.046196,0.0
-2.987522,-0.599134,1.0
2.741542,5.898537,0.0
-0.168618,-7.273881,1.0
2.115992,2.762604,0.0
-4.811297,-1.356018,1.0
-0.332252,0.744740,0.0
-7.153991,-4.427412,1.0
6.902098,3.929596,0.0
-0.445724,-4.729602,1.0
-3.522339,3.307889,0.0
0.774387,-0.160104,1.0
-0.834706,4.115424,0.0
0.024321,-6.445043,1.0
-3.481208,0.909343,0.0
-5.793094,-0.842235,1.0
0.037916,3.752787,0.0
4.967594,-1.454674,1.0
-3.756801,1.187732,0.0
6.407230,-2.559424,1.0
5.207626,1.814776,0.0
6.004625,-4.178199,1.0
6.300370,1.231960,0.0
-5.248000,-0.739068,1.0
-4.952104,6.168764,0.0
2.487141,-0.024578,1.0
3.699730,6.935615,0.0
4.468660,-6.223212,1.0
7.171687,5.142791,0.0
-7.298315,-3.590795,1.0
5.177140,4.941726,0.0
5.884599,-6.605622,1.0
1.268030,3.154344,0.0
-4.430195,-3.103485,1.0
0.491464,4.192352,0.0
-1.327939,-3.525420,1.0
0.699362,4.936634,0.0
0.166371,-3.929162,1.0
0.269330,2.071398,0.0
