x1,x2,y
0.910100,0.793284,0.0
-0.831076,-1.209541,1.0
0.398445,0.408617,0.0
1.406691,-1.359988,1.0
-1.527672,-0.207363,0.0
0.178746,-1.129232,1.0
-1.339570,0.855913,0.0
0.200077,-1.302957,1.0
-0.619472,0.852541,0.0
-0.817727,-1.802990,1.0
-0.957803,1.228794,0.0
-0.829288,-1.005038,1.0
1.104787,1.651751,0.0
0.504540,-1.297242,1.0
-1.547416,0.554052,0.0
-1.725559,-1.413708,1.0
1.361637,0.978557,0.0
-1.573630,-1.208707,1.0
-1.190125,0.486040,0.0
0.344801,-0.651569,1.0
-0.807056,0.643822,0.0
0.541429,-0.367824,1.0
-1.693337,0.951926,0.0
-0.876852,-1.096588,1.0
0.757029,0.030620,0.0
-1.224284,-1.405137,1.0
1.737134,0.175870,0.0
0.815021,-0.739522,1.0
-1.233961,0.179840,0.0
1.843185,-1.780655,1.0
-1.074927,1.156944,0.0
-0.562192,-0.572755,1.0
-0.184430,1.219060,0.0
1.590827,-0.664686,1.0
-0.195246,0.890786,0.0
-0.909365,-0.589056,1.0
1.308749,0.394882,0.0
-0.367233,-1.247782,1.0
0.009612,-0.195382,0.0
-0.942260,-1.278931,1.0
-0.716615,0.202393,0.0
1.073992,-1.788671,1.0
-0.240258,-0.230876,0.0
-0.892790,-1.750775,1.0
1.799495,0.834854,0.0
-1.117711,-1.237901,1.0
-1.552945,0.274926,0.0
0.378402,-1.255390,1.0
-0.737084,0.262055,0.0
0.350270,-0.907200,1.0
0.084155,1.290851,0.0
0.406644,-0.783746,1.0
0.271507,1.369698,0.0
1.238514,-1.252796,1.0
1.732407,1.459196,0.0
0.253891,-0.573965,1.0
-1.784537,0.293059,0.0
0.327043,-1.737454,1.0
1.551383,0.758895,0.0
1.518980,-1.258208,1.0
-0.624615,-0.033183,0.0
1.041773,-0.730652,1.0
-1.201426,-0.327387,0.0
-1.428523,-0.983293,1.0
-0.659245,1.670372,0.0
-0.758649,-1.218543,1.0
-1.595240,-0.020549,0.0
1.803106,-0.236818,1.0
0.815369,0.047472,0.0
-0.052214,-1.326587,1.0
-0.252985,0.226074,0.0
-0.948105,-0.547319,1.0
1.557512,0.367446,0.0
-1.742547,-1.689157,1.0
-0.426791,1.433507,0.0
-0.906791,-1.089218,1.0
-0.134685,1.122666,0.0
0.936043,-1.173679,1.0
-1.654788,1.207016,0.0
1.695392,-0.702321,1.0
0.276452,0.059880,0.0
0.727587,-1.008343,1.0
1.181256,0.085368,0.0
-1.642541,-1.247072,1.0
1.123951,1.785082,0.0
1.542082,-1.350592,1.0
-0.257272,1.505906,0.0
1.762280,-0.967269,1.0
-1.680602,0.578180,0.0
0.266200,-0.709456,1.0
-0.975027,0.648410,0.0
0.327390,-0.795790,1.0
0.972828,0.648086,0.0
0.406340,-1.405814,1.0
-1.785091,1.476921,0.0
1.531481,-1.603839,1.0
-0.317389,1.316212,0.0
0.583878,-0.664113,1.0
-0.585132,0.826464,0.0
-0.766751,-0.894619,1.0
1.289202,0.911276,0.0
0.675373,-1.301387,1.0
-0.106509,1.095708,0.0
0.665301,-0.891825,1.0
0.258606,-0.101351,0.0
-0.838809,-1.414305,1.0
0.842196,-0.295455,0.0
0.065944,-1.772053,1.0
-0.897185,-0.345590,0.0
-0.113466,-1.702819,1.0
1.648997,1.743910,0.0
0.876462,-0.595004,1.0
0.902743,-0.223597,0.0
-0.023033,-0.423927,1.0
-0.613122,0.469302,0.0
-1.598067,-1.212511,1.0
-1.568380,-0.005162,0.0
-1.136813,-0.860061,1.0
-1.531643,-0.306021,0.0
0.303724,-1.610838,1.0
-1.674527,-0.409645,0.0
-0.566432,-0.998083,1.0
-0.766948,1.097446,0.0
0.660001,-1.013938,1.0
-0.698101,0.444092,0.0
-1.623800,-1.032102,1.0
0.346009,-0.044388,0.0
-0.217823,-1.763384,1.0
-0.462474,1.219958,0.0
-0.789463,-1.163614,1.0
0.780898,1.056999,0.0
0.006895,-0.511963,1.0
-0.514009,0.994215,0.0
-1.280991,-0.732196,1.0
-0.071884,1.779052,0.0
-0.750751,-1.418074,1.0
0.838956,0.388652,0.0
-0.371251,-1.656707,1.0
1.681314,1.253228,0.0
1.582144,-1.391703,1.0
-1.581156,-0.083453,0.0
1.137697,-1.178920,1.0
-0.469765,0.929537,0.0
0.834371,-0.909568,1.0
-1.181463,1.329748,0.0
-1.519654,-0.909014,1.0
1.406045,0.306122,0.0
0.934683,-1.468642,1.0
-1.219491,-0.478856,0.0
0.481301,-0.580866,1.0
-1.560059,-0.490119,0.0
1.466876,-0.728206,1.0
-0.023407,-0.156766,0.0
1.042611,-1.047864,1.0
0.256395,-0.203370,0.0
-1.441538,-1.176950,1.0
0.455476,0.554811,0.0
-0.850138,-0.531735,1.0
-1.397584,-0.415920,0.0
-1.720702,-1.315481,1.0
0.332704,1.327241,0.0
1.037648,-0.303976,1.0
-0.475749,0.488716,0.0
-1.603876,-1.846784,1.0
-1.620730,0.489909,0.0
-0.730931,-1.369144,1.0
1.725220,-0.114026,0.0
1.044008,-0.487049,1.0
-0.095086,0.826777,0.0
-0.191606,-1.615397,1.0
0.366330,0.705598,0.0
-1.695139,-1.118940,1.0
1.609042,0.545260,0.0
-0.575906,-1.053551,1.0
-1.442812,0.931573,0.0
1.026147,-0.701746,1.0
-0.038462,1.338056,0.0
-0.268647,-1.539772,1.0
1.831725,1.814134,0.0
-0.197628,-0.559683,1.0
1.202244,0.901741,0.0
1.361092,-1.574733,1.0
0.409288,1.026943,0.0
-1.684808,-1.242678,1.0
1.752227,1.535135,0.0
0.822026,-1.037907,1.0
1.538398,0.802649,0.0
1.537195,-1.679008,1.0
0.778175,0.163026,0.0
-1.600276,-1.268754,1.0
1.577735,0.031534,0.0
-0.092275,-1.284837,1.0
0.375007,1.708568,0.0
1.107200,-0.405722,1.0
-0.102993,1.025240,0.0
-1.576714,-1.224365,1.0
-1.022108,0.983304,0.0
1.264808,-0.533514,1.0
1.214742,0.348784,0.0
-1.044763,-0.650148,1.0
1.455389,0.643152,0.0
-1.757405,-0.860948,1.0
1.728999,0.291437,0.0
