x1,x2,y
-1.056182,1.183164,0.0
1.124822,-0.700211,1.0
-0.336202,1.642808,0.0
-0.892929,-0.854700,1.0
1.664578,1.060726,0.0
-0.740719,-1.668054,1.0
-0.194736,0.097429,0.0
-0.635916,-1.030501,1.0
-0.301065,0.698819,0.0
1.459613,-1.226666,1.0
-0.690054,-0.426564,0.0
-1.477266,-1.284717,1.0
0.086132,0.451329,0.0
0.685180,-1.183501,1.0
1.344167,0.318698,0.0
0.696060,-1.695182,1.0
-1.392775,0.460761,0.0
-1.979152,-0.923107,1.0
-1.259240,0.674469,0.0
-0.162277,-0.824441,1.0
-0.178212,1.218194,0.0
0.354532,-1.722369,1.0
-0.790431,0.201112,0.0
0.290599,-1.057308,1.0
-1.515023,1.353915,0.0
0.232357,-0.551099,1.0
-1.525633,-0.154637,0.0
1.713874,-0.612385,1.0
-0.115009,0.077212,0.0
0.618372,-0.658244,1.0
-0.891378,-0.203996,0.0
-0.040975,-1.398196,1.0
-1.292344,0.420609,0.0
-0.184789,-1.884074,1.0
-0.288485,0.331345,0.0
-0.274154,-0.970932,1.0
0.537708,1.519809,0.0
1.745010,-0.930791,1.0
-0.238520,0.178417,0.0
0.503015,-1.921147,1.0
-0.937498,0.354892,0.0
0.562621,-1.115305,1.0
0.389648,1.225568,0.0
1.576083,-0.544755,1.0
1.778832,1.241034,0.0
1.487368,-1.915469,1.0
1.556483,0.571050,0.0
1.751486,-0.548789,1.0
-0.890234,1.895534,0.0
0.828922,-1.241962,1.0
1.859772,1.474873,0.0
-0.178964,-1.035220,1.0
-0.550807,-0.218026,0.0
-1.328955,-0.986867,1.0
1.382992,0.663148,0.0
-0.882669,-0.654803,1.0
-0.385150,-0.086990,0.0
-1.148351,-1.253727,1.0
-1.536735,0.767090,0.0
-1.253807,-1.432655,1.0
-0.313286,-0.211909,0.0
0.831167,-0.457566,1.0
-1.790791,-0.488008,0.0
1.766644,-1.108397,1.0
-1.613025,1.924499,0.0
1.784566,-0.555882,1.0
-1.783531,0.822275,0.0
1.658946,-0.242744,1.0
1.553907,1.036765,0.0
-0.302782,-1.483642,1.0
-0.602633,0.407667,0.0
1.179791,-0.761689,1.0
-0.448656,0.335956,0.0
-1.068564,-0.810895,1.0
1.747130,0.705205,0.0
-1.418208,-1.020927,1.0
1.295357,0.093451,0.0
0.514040,-1.339191,1.0
-1.508163,0.893124,0.0
1.595575,-0.728115,1.0
1.481395,1.875155,0.0
1.895758,-1.996648,1.0
-0.824549,1.871287,0.0
1.881928,-0.396384,1.0
-0.707727,1.505688,0.0
0.602590,-1.221980,1.0
0.189921,0.698715,0.0
-1.228494,-0.786124,1.0
-1.072497,-0.243546,0.0
