x1,x2,y
-0.191965,0.324780,0.0
1.067406,-0.289810,1.0
1.586965,0.600456,0.0
-0.579361,-0.504492,1.0
0.749122,1.507076,0.0
-0.119770,-1.162749,1.0
1.639732,1.327087,0.0
0.807306,-0.866466,1.0
0.691280,1.420123,0.0
-0.050308,-0.611750,1.0
1.172812,1.593813,0.0
1.624953,-0.349683,1.0
0.660778,0.589071,0.0
0.362897,-0.434842,1.0
-0.465672,0.675795,0.0
-1.441366,-1.195102,1.0
0.791266,0.994744,0.0
-0.726367,-1.091008,1.0
-0.660366,0.781386,0.0
-0.195495,-0.276334,1.0
-0.307811,0.660438,0.0
-1.756702,-1.535319,1.0
-1.000628,1.714622,0.0
-1.370912,-1.338376,1.0
1.326904,0.340106,0.0
0.487484,-1.102444,1.0
-1.513947,0.696059,0.0
1.220897,-1.062037,1.0
-0.671796,0.021488,0.0
-1.393944,-0.453557,1.0
-1.603962,0.187880,0.0
0.385083,-1.229559,1.0
0.645967,0.279018,0.0
-1.693448,-0.953511,1.0
0.066452,1.260350,0.0
-0.105986,-0.497840,1.0
-1.171707,0.248543,0.0
1.009674,-1.283161,1.0
-0.066441,0.370851,0.0
1.312292,-1.651684,1.0
1.236012,1.718545,0.0
1.163163,-0.191897,1.0
-0.832636,0.230407,0.0
-0.963539,-1.594009,1.0
0.139262,1.094055,0.0
0.947553,-1.316960,1.0
-0.609796,0.970712,0.0
-1.396627,-1.443030,1.0
-0.817158,0.771285,0.0
0.323349,-1.630231,1.0
0.795250,0.160368,0.0
-0.713529,-1.215369,1.0
0.154162,0.177852,0.0
0.281446,-0.928142,1.0
-0.651143,0.894503,0.0
-0.624016,-1.402092,1.0
-0.870543,0.287999,0.0
0.343905,-1.687896,1.0
-1.086697,-0.005244,0.0
-1.412161,-0.540156,1.0
1.325266,1.077723,0.0
1.044567,-1.466250,1.0
-0.709369,1.238637,0.0
-1.720930,-1.522153,1.0
1.529150,0.776114,0.0
0.739467,-0.327162,1.0
-1.760155,-0.233921,0.0
1.337908,-0.540693,1.0
-1.531709,0.857220,0.0
-1.569798,-0.439586,1.0
1.635030,1.423746,0.0
0.928041,-1.491266,1.0
-1.622997,0.462944,0.0
-1.068070,-1.618855,1.0
-0.299859,0.912170,0.0
-0.497087,-0.310152,1.0
-1.490229,0.136869,0.0
-0.287691,-1.083615,1.0
-0.345402,1.702703,0.0
1.118663,-1.603710,1.0
1.130363,1.224518,0.0
1.580732,-1.188566,1.0
-1.236370,0.490088,0.0
0.118096,-0.214596,1.0
-0.566799,0.422702,0.0
0.481076,-0.941535,1.0
0.305600,0.190187,0.0
-0.919647,-1.754072,1.0
0.334133,0.629415,0.0
0.734700,-0.802548,1.0
-1.372238,-0.169645,0.0
0.713955,-0.527943,1.0
-1.595053,1.422925,0.0
-1.344154,-1.481541,1.0
1.777505,1.758729,0.0
0.052427,-1.307128,1.0
-1.011397,1.137576,0.0
-0.269446,-0.744193,1.0
0.405960,1.321079,0.0
-1.156907,-1.136838,1.0
0.353402,0.542679,0.0
-0.068076,-0.523116,1.0
-1.043564,0.771926,0.0
1.311298,-0.973184,1.0
0.513862,0.803508,0.0
-1.582780,-1.583182,1.0
-0.621049,-0.144751,0.0
1.260213,-0.028598,1.0
-1.263976,0.731158,0.0
-0.196892,-1.255242,1.0
-1.528021,1.312948,0.0
-0.066195,-0.932205,1.0
1.788390,1.375808,0.0
-0.349063,-0.184904,1.0
1.038504,1.534229,0.0
0.482871,-0.223076,1.0
0.104605,1.509220,0.0
-0.303896,-0.432851,1.0
-1.203264,1.647856,0.0
0.481311,-0.755823,1.0
1.197559,0.625343,0.0
-0.252670,-0.144234,1.0
-0.475995,0.273514,0.0
0.183188,-0.419678,1.0
1.547405,1.242367,0.0
1.333009,-0.297302,1.0
1.645070,1.164360,0.0
1.237618,-0.937077,1.0
-0.206783,-0.045423,0.0
-0.184668,-1.130848,1.0
-1.273534,1.514538,0.0
-0.414772,-1.626354,1.0
-0.439683,1.365914,0.0
-0.152276,-0.700836,1.0
-0.336426,1.504213,0.0
1.652540,-0.730408,1.0
-1.647559,1.149495,0.0
0.832554,-1.098881,1.0
1.558072,0.822561,0.0
-1.757943,-1.148087,1.0
-1.673309,0.700138,0.0
1.061552,-0.913436,1.0
1.025290,0.096079,0.0
-0.719844,-0.243830,1.0
1.768148,0.336792,0.0
1.274228,-1.097202,1.0
1.569467,1.244689,0.0
1.531947,-0.734115,1.0
1.421444,1.112205,0.0
-0.294308,-0.875900,1.0
-0.527816,0.409960,0.0
-1.515933,-1.422755,1.0
0.109697,1.036172,0.0
-1.611159,-0.622070,1.0
0.235897,1.409359,0.0
0.019050,-0.980262,1.0
-0.455225,0.198609,0.0
-0.730241,-1.253680,1.0
-1.657128,-0.254972,0.0
-0.961573,-1.254280,1.0
0.640763,1.742995,0.0
-0.420618,-0.297413,1.0
1.678378,0.124071,0.0
-1.762413,-0.897315,1.0
1.458753,1.488875,0.0
-1.714709,-1.437990,1.0
-0.594255,0.041087,0.0
-0.096141,-0.569712,1.0
0.517450,0.288383,0.0
0.705094,-1.221924,1.0
1.565527,0.420345,0.0
1.758220,-0.026704,1.0
-1.528732,0.641080,0.0
