x1,x2,y
8.868430,31.189016,0.0
-3.781153,-8.232627,1.0
14.368187,32.599525,0.0
34.575628,-21.072228,1.0
-6.772754,30.373566,0.0
-9.374871,-50.597694,1.0
24.317451,2.927766,0.0
-12.041672,-43.181291,1.0
-4.516193,17.520951,0.0
-19.460353,-10.103800,1.0
49.397359,39.202516,0.0
28.518718,-37.773594,1.0
-24.887257,19.580786,0.0
20.983940,-23.459246,1.0
-22.016449,31.095034,0.0
51.680922,-13.834391,1.0
44.698525,37.271626,0.0
-16.733830,-41.927531,1.0
4.585890,29.638484,0.0
-37.624594,-12.883471,1.0
-14.981489,-3.665405,0.0
-41.827840,-33.689205,1.0
8.144932,48.833809,0.0
13.376468,-33.346103,1.0
46.186770,35.482651,0.0
-12.119756,-14.698434,1.0
-28.990137,48.188221,0.0
12.716549,-16.530718,1.0
28.152423,6.655537,0.0
43.795535,-26.722883,1.0
38.040686,-2.674357,0.0
27.497924,-31.040151,1.0
-4.173178,41.533716,0.0
22.494494,-46.075801,1.0
41.496908,-2.251945,0.0
-24.684776,-26.977711,1.0
26.768722,44.176385,0.0
-43.591044,-13.800559,1.0
-23.013191,28.608040,0.0
33.047991,-31.047887,1.0
14.184523,25.089008,0.0
39.250025,-13.866581,1.0
-34.434140,36.864597,0.0
-52.532054,-43.988330,1.0
9.528669,11.665727,0.0
-44.671924,-31.315243,1.0
47.737114,24.150713,0.0
1.762993,-51.424642,1.0
9.324973,-6.760874,0.0
51.264964,-11.663463,1.0
-41.070810,19.010628,0.0
-38.259120,-40.865166,1.0
21.097761,33.743202,0.0
37.615837,-18.987153,1.0
-25.517937,19.677287,0.0
37.884131,-40.162488,1.0
-6.784405,39.840177,0.0
13.425734,-42.015702,1.0
-18.208564,16.541908,0.0
44.195216,-9.604852,1.0
-24.780791,12.204794,0.0
-30.810747,-41.377566,1.0
-1.717304,4.023696,0.0
-2.990055,-34.275341,1.0
-8.407888,14.176281,0.0
14.965395,-36.337279,1.0
-47.585468,22.603941,0.0
-30.014066,-26.707490,1.0
-1.825519,-5.777143,0.0
16.351408,-47.305839,1.0
-2.845148,14.746515,0.0
-29.604732,-31.185320,1.0
-8.482972,20.064133,0.0
23.741427,-13.439631,1.0
-36.590572,42.035603,0.0
28.017981,-9.949091,1.0
-0.858368,15.801342,0.0
-35.641911,-41.977256,1.0
-13.219679,17.818817,0.0
-46.405328,-24.072716,1.0
-37.197378,28.825180,0.0
18.466234,-32.605619,1.0
-1.456653,24.357503,0.0
7.796266,-23.124494,1.0
10.659988,35.114604,0.0
12.222120,-34.699435,1.0
-3.254315,22.426798,0.0
-32.158487,-27.263937,1.0
-34.534585,41.436334,0.0
-19.719134,-11.548921,1.0
