x1,x2,y
115.484429,35.311012,0.0
-122.064013,-41.917259,1.0
118.756390,9.537939,0.0
-73.552939,-58.165189,1.0
-99.092313,108.465073,0.0
-5.654253,-93.509949,1.0
50.319482,3.591604,0.0
57.145032,-103.157617,1.0
32.636366,12.088788,0.0
-90.147978,-119.054079,1.0
24.523141,59.730343,0.0
66.110707,-28.436472,1.0
-11.171956,-4.218178,0.0
32.847278,-127.903299,1.0
-17.450480,105.404504,0.0
-125.209565,-103.968103,1.0
-115.115670,112.441388,0.0
-54.375282,-51.128521,1.0
3.071016,7.359819,0.0
-127.117756,-16.510426,1.0
126.471100,76.502566,0.0
-37.122766,-91.287726,1.0
-34.525154,106.453296,0.0
44.918726,-65.126947,1.0
-97.543226,67.526697,0.0
-75.310876,-108.098677,1.0
-48.598081,117.327585,0.0
56.456976,-124.027783,1.0
62.517669,118.618579,0.0
-102.842981,-53.312349,1.0
-82.838971,118.058111,0.0
-40.801751,-34.897429,1.0
-121.833343,108.201231,0.0
-99.814316,-72.801966,1.0
-114.545604,33.827391,0.0
-124.338623,-82.266503,1.0
-20.348892,66.010406,0.0
-79.621744,-110.350855,1.0
-4.905021,55.923993,0.0
76.709091,-51.577555,1.0
-91.964474,102.890672,0.0
29.927638,-89.333886,1.0
65.334352,107.910160,0.0
-25.121803,-104.436660,1.0
119.642623,34.648314,0.0
57.389673,-95.748078,1.0
81.567813,75.681727,0.0
39.767578,-87.499570,1.0
11.054104,22.215947,0.0
9.184903,-66.239792,1.0
11.249877,2.072081,0.0
-48.643667,-15.559026,1.0
-91.085321,64.322341,0.0
-102.614633,-54.327079,1.0
-69.227264,68.793317,0.0
23.864565,-95.976876,1.0
-118.159666,-3.382684,0.0
-95.809477,-81.624489,1.0
24.767023,61.293951,0.0
20.434968,-115.471658,1.0
-77.541795,86.824857,0.0
46.468119,-98.845698,1.0
14.510095,7.676418,0.0
87.938525,-22.693734,1.0
-95.390509,112.862212,0.0
7.379671,-7.884256,1.0
-82.932625,97.691446,0.0
72.183832,-62.932811,1.0
