x1,x2,y
-13.947706,9.777832,0.0
-4.447828,-3.235297,1.0
-12.751616,-2.114960,0.0
22.160811,-22.750999,1.0
-13.608755,25.806444,0.0
16.874037,-16.416849,1.0
3.144828,24.398872,0.0
-22.693119,-5.446626,1.0
6.341403,0.326206,0.0
-3.286485,-19.244027,1.0
21.103154,5.205254,0.0
-6.804941,-24.384414,1.0
-19.438505,18.772332,0.0
-15.972698,-2.508901,1.0
4.984862,16.286609,0.0
4.543596,-24.930682,1.0
19.820825,20.757109,0.0
-1.381173,-23.777244,1.0
-9.658111,22.728921,0.0
-13.494211,-25.614364,1.0
-12.729362,3.472870,0.0
-7.140523,-10.989311,1.0
-5.910578,0.858712,0.0
-9.181631,-3.723629,1.0
23.865420,-0.702112,0.0
12.747080,-13.414635,1.0
20.238630,21.901288,0.0
4.388509,-3.082667,1.0
14.835594,12.523247,0.0
1.267079,-25.132466,1.0
-14.270429,0.851434,0.0
-20.516318,-16.265954,1.0
-25.782364,6.933607,0.0
-23.964913,-6.907545,1.0
-1.270707,19.988220,0.0
18.836854,-6.285415,1.0
11.503902,17.118994,0.0
25.885845,-23.406294,1.0
10.240333,5.517431,0.0
-10.820339,-19.961532,1.0
2.130699,1.828634,0.0
-2.955310,-18.253806,1.0
5.789080,14.327025,0.0
21.160103,-8.760254,1.0
22.680463,-0.466380,0.0
-7.079790,-20.249348,1.0
-14.002969,13.786037,0.0
-6.411050,-16.630718,1.0
14.593457,4.933357,0.0
15.103809,-20.367695,1.0
-0.719294,-2.535124,0.0
-4.165747,-23.938494,1.0
21.289360,10.539123,0.0
6.361565,-10.216922,1.0
7.686096,18.310383,0.0
-1.604490,-3.238245,1.0
-11.839049,25.496293,0.0
-22.066920,-20.576418,1.0
-17.368639,18.912169,0.0
-13.778174,-20.122890,1.0
-22.687942,11.368784,0.0
-2.425416,-11.564384,1.0
14.347758,21.963540,0.0
8.450458,-6.361437,1.0
5.887132,5.377488,0.0
-16.232784,-4.079815,1.0
0.096808,19.895259,0.0
25.305300,-14.377261,1.0
12.209566,19.404422,0.0
1.101063,-16.594267,1.0
-11.112968,16.152688,0.0
24.623214,-25.825846,1.0
-21.822743,0.994171,0.0
17.085853,-4.880287,1.0
-7.243820,3.197068,0.0
1.107561,-14.086177,1.0
-3.910186,16.799124,0.0
6.041203,-23.834143,1.0
-22.756718,4.718652,0.0
-7.367544,-20.381478,1.0
-14.574824,18.712809,0.0
10.191442,-13.708441,1.0
-6.799218,23.518097,0.0
5.645192,-23.722696,1.0
25.277895,14.610983,0.0
-1.279817,-4.793094,1.0
24.890712,10.498857,0.0
-11.133361,-24.269158,1.0
5.753422,-0.902567,0.0
3.685693,-7.037663,1.0
25.999557,21.851539,0.0
13.120033,-24.851977,1.0
15.230213,-0.667397,0.0
18.927599,-23.037379,1.0
10.956664,20.788529,0.0
9.528896,-17.274309,1.0
-20.407330,14.846709,0.0
-21.269883,-5.294134,1.0
-18.726957,18.215177,0.0
-10.787274,-2.781612,1.0
-12.605703,2.549407,0.0
-17.245099,-8.876953,1.0
-0.949033,19.085683,0.0
15.381771,-24.356832,1.0
8.798769,7.548909,0.0
7.192367,-22.103492,1.0
2.299993,22.641272,0.0
-2.931841,-3.617161,1.0
1.810369,15.335428,0.0
-8.884835,-5.533320,1.0
-8.331623,15.074221,0.0
23.185166,-20.670134,1.0
-17.573495,12.761229,0.0
-9.198597,-15.819313,1.0
-25.022439,24.808135,0.0
-12.855807,-17.132294,1.0
4.232322,9.622926,0.0
7.196508,-13.642046,1.0
-25.728504,18.772570,0.0
-8.812447,-20.612786,1.0
11.226875,1.508820,0.0
-21.104102,-15.732575,1.0
4.375664,19.186138,0.0
-25.251030,-24.106965,1.0
7.790560,11.466776,0.0
-13.270637,-19.071549,1.0
18.679000,19.283714,0.0
3.377176,-24.942106,1.0
-15.532690,1.506193,0.0
-4.471750,-21.526856,1.0
-15.318796,5.361496,0.0
21.813605,-3.277805,1.0
9.208100,16.256348,0.0
-23.422297,-22.417589,1.0
-6.069938,15.152218,0.0
19.163669,-15.527552,1.0
-4.304741,1.580103,0.0
-4.870395,-17.693154,1.0
1.363832,5.881508,0.0
-10.744888,-10.296954,1.0
17.860828,6.448303,0.0
14.579975,-3.099264,1.0
10.760186,6.176231,0.0
-20.783588,-25.883679,1.0
-15.601952,19.307462,0.0
-8.953792,-12.719744,1.0
-23.373613,22.480172,0.0
-21.952579,-21.667657,1.0
2.482136,18.899542,0.0
21.709043,-23.170955,1.0
21.336134,13.952779,0.0
-25.357744,-11.383068,1.0
8.909570,2.097654,0.0
-7.596948,-24.028863,1.0
-17.873021,18.268838,0.0
-5.628194,-15.927459,1.0
3.541009,25.849949,0.0
-24.051552,-6.978036,1.0
-21.541157,1.333629,0.0
3.243443,-5.544562,1.0
14.659543,15.372702,0.0
22.415505,-14.750070,1.0
-20.643109,8.858886,0.0
17.571323,-7.138486,1.0
-14.645346,24.699657,0.0
-6.026167,-6.668127,1.0
-3.547372,24.501910,0.0
14.534183,-23.109849,1.0
25.499889,7.394606,0.0
-14.987150,-13.992890,1.0
-18.742101,21.262370,0.0
-10.486519,-22.599454,1.0
-19.808233,4.261362,0.0
-8.586945,-23.496083,1.0
-8.671975,14.907756,0.0
-1.509765,-12.840463,1.0
20.459968,8.532806,0.0
18.590335,-23.229048,1.0
18.476176,3.188732,0.0
9.881797,-15.732365,1.0
11.740622,2.927347,0.0
-15.396210,-19.321029,1.0
5.783184,17.065657,0.0
-21.514066,-3.356456,1.0
15.706186,23.691632,0.0
-16.579523,-5.828246,1.0
-22.522542,24.682092,0.0
-15.370760,-13.674959,1.0
19.678853,24.036695,0.0
-17.515047,-15.133416,1.0
-5.856000,19.424455,0.0
8.938720,-11.065018,1.0
-0.550928,9.582043,0.0
23.119276,-3.079447,1.0
