x1,x2,x3,y
-4.778471,-21.770274,11.820165,0.0
-16.462224,29.398792,-28.805330,1.0
29.098390,-33.359145,33.688493,0.0
19.750749,10.836029,-25.482189,1.0
4.350297,-34.560216,17.587278,0.0
-18.305198,-5.469633,-25.044985,1.0
-22.060737,15.191388,32.963980,0.0
7.640118,27.466817,-23.320684,1.0
27.137855,-14.076902,19.453420,0.0
18.479443,-6.003402,-31.565938,1.0
-0.790165,19.693174,27.785966,0.0
0.637493,4.338218,-30.620809,1.0
-27.446681,3.628104,18.256262,0.0
3.836332,7.233259,-26.516535,1.0
-27.256260,-15.956706,4.887624,0.0
23.500881,-30.687418,-16.379306,1.0
0.213483,18.016401,2.453946,0.0
11.182155,-11.523151,-2.314760,1.0
-18.843697,-26.022198,16.652588,0.0
-18.524018,26.823109,-4.913386,1.0
15.538301,-17.782565,30.996931,0.0
-9.403035,23.188404,-33.516526,1.0
13.896475,-31.949046,15.108354,0.0
1.229171,8.674987,-19.954463,1.0
18.789685,28.235601,29.355610,0.0
34.456267,-3.527294,-10.358631,1.0
19.889252,28.654951,15.946718,0.0
0.224595,-5.236098,-22.078534,1.0
-8.431246,-23.957284,7.511033,0.0
-23.631783,0.619573,-24.280774,1.0
-22.395185,-5.872463,14.570489,0.0
21.743134,-33.144393,-13.059887,1.0
0.719821,-11.965332,18.931905,0.0
10.328524,-8.492144,-12.852299,1.0
34.169550,7.622817,23.824862,0.0
-7.523184,-22.150918,-32.332895,1.0
-8.672765,-23.159189,34.092777,0.0
28.770028,-22.131959,-9.532859,1.0
6.684699,-0.270815,12.684693,0.0
3.422733,-14.123578,-17.280816,1.0
21.469972,-4.173134,14.954186,0.0
23.541449,21.138515,0.410626,1.0
-12.308516,-19.236443,27.741254,0.0
28.704752,0.759067,-3.938537,1.0
-4.479981,24.959892,8.097582,0.0
-32.760527,13.823686,-11.580750,1.0
-3.918560,10.760944,0.948419,0.0
-29.777598,27.906164,-3.201847,1.0
-18.803751,15.351932,13.604393,0.0
3.407348,7.292634,-15.940275,1.0
-11.267724,-26.637394,29.095326,0.0
26.698026,13.725665,-33.671231,1.0
16.891893,-17.946831,12.195154,0.0
25.412480,-32.444059,-6.860143,1.0
-1.371816,-26.116351,33.467115,0.0
10.261336,-17.729537,-8.645065,1.0
-26.693960,-15.387922,29.021215,0.0
14.768077,-12.936749,-19.037596,1.0
27.083556,-16.669202,1.888925,0.0
-16.550098,22.507189,-15.336614,1.0
34.890293,11.157961,14.777025,0.0
23.170553,17.492063,-20.783617,1.0
-10.854328,-8.686515,29.349218,0.0
22.058937,24.547251,-22.821526,1.0
-33.622864,10.519589,3.116547,0.0
30.830713,31.798886,-17.959765,1.0
0.640091,-21.990799,14.046158,0.0
-4.860939,-7.808765,-9.582408,1.0
11.716859,15.250843,2.012167,0.0
19.069689,-25.735145,-14.689992,1.0
17.598056,20.528100,4.973123,0.0
-19.284314,-11.463257,-27.892693,1.0
-13.111364,-2.687901,-1.936655,0.0
-0.677294,26.727210,-5.961010,1.0
-7.535387,-17.252351,1.289603,0.0
-9.324656,10.504565,-8.322444,1.0
-6.388111,15.015001,17.991141,0.0
-20.892581,-21.608193,-19.600559,1.0
16.484370,-7.199445,31.297108,0.0
1.213718,28.961540,-28.150882,1.0
-18.020217,24.211299,19.326690,0.0
26.759824,2.369077,-21.969644,1.0
13.460441,-10.365170,27.432996,0.0
5.439063,-5.672327,-11.277604,1.0
21.639679,-21.920008,13.913865,0.0
-9.878235,16.499884,-29.955513,1.0
25.448743,17.019655,31.547340,0.0
-34.272287,15.667874,-20.279086,1.0
11.430622,34.457027,19.297917,0.0
3.995655,24.972281,-20.760363,1.0
21.583889,20.416075,9.358498,0.0
28.785177,22.477755,-18.105658,1.0
-1.607753,-1.499107,16.399096,0.0
17.469596,31.496100,-5.524718,1.0
30.885115,-33.870498,0.555821,0.0
3.167744,-29.720588,-10.766805,1.0
12.483477,19.806155,33.199928,0.0
-1.422179,-32.570509,-21.755488,1.0
24.015962,16.277897,27.444885,0.0
12.982691,10.085590,-32.928620,1.0
24.258049,25.022181,6.208920,0.0
9.946545,11.585598,-26.655308,1.0
25.569908,23.450328,31.742661,0.0
27.289247,10.374513,-17.626841,1.0
34.464214,-9.950424,9.517663,0.0
33.950028,28.127560,3.291196,1.0
4.895617,30.632927,12.192422,0.0
20.147226,24.431902,-10.229581,1.0
-13.924859,-25.097040,22.218970,0.0
-13.800597,33.365292,-14.074050,1.0
-8.427204,-26.025494,25.558367,0.0
14.780125,-20.446350,-21.311112,1.0
12.687857,24.810032,8.898317,0.0
-20.555701,-29.664632,-34.097918,1.0
-27.888921,-9.096225,13.490268,0.0
8.989126,20.244197,-29.556550,1.0
-20.492909,-24.321782,28.169357,0.0
-6.020193,-31.382074,-7.574812,1.0
10.989944,-22.004668,-0.050639,0.0
23.703926,21.884910,-32.232720,1.0
-25.036876,-24.768225,20.019248,0.0
-18.225525,3.603129,-9.755448,1.0
-17.554100,18.243670,26.679049,0.0
22.350032,16.982698,-33.105889,1.0
21.486233,-10.885163,33.817984,0.0
-24.945820,-34.398650,-19.131166,1.0
21.591627,10.482349,5.619439,0.0
8.292132,-4.144706,-20.290822,1.0
27.123580,26.013732,9.249959,0.0
-21.308683,-15.031373,-15.695124,1.0
-27.801095,-3.000095,-0.130495,0.0
31.944910,-1.899234,-14.596480,1.0
-21.335104,30.909436,28.832498,0.0
-4.836320,-14.037779,-33.796057,1.0
31.043084,31.104982,26.719798,0.0
11.042588,22.781168,-24.323395,1.0
23.472133,-23.852394,15.363996,0.0
-25.189623,-1.990853,-14.504776,1.0
14.333701,-33.494364,13.786515,0.0
-18.669826,26.233575,-27.506194,1.0
29.767965,20.196075,16.960541,0.0
3.543814,-9.124426,-5.042229,1.0
-14.737976,28.837876,12.538547,0.0
17.540265,29.241239,-21.724541,1.0
-4.432135,-10.895537,12.861629,0.0
-21.555099,-26.556430,-22.562804,1.0
-13.545803,-24.307789,0.835727,0.0
15.258943,-22.952418,-9.215047,1.0
-23.464876,5.830820,12.792902,0.0
-25.168934,-4.272545,-7.662512,1.0
32.738918,-27.012065,30.867242,0.0
-12.649786,-14.947447,-9.482460,1.0
-11.104163,-7.664167,6.541858,0.0
13.204527,28.486120,-34.284724,1.0
-29.327113,-30.783681,6.737915,0.0
25.066489,32.484535,-33.482143,1.0
13.351170,-26.892371,19.701790,0.0
-0.168966,30.188179,-6.843174,1.0
-7.245808,19.700595,18.468081,0.0
29.967480,13.443272,-25.514716,1.0
-33.023007,12.321838,33.863362,0.0
7.819410,30.818946,-29.677577,1.0
31.898925,-4.775503,30.803446,0.0
-20.377032,33.229119,-1.483125,1.0
-25.028039,-16.243929,6.508641,0.0
7.990236,31.902082,-27.160227,1.0
-7.783718,9.043770,31.121967,0.0
5.643952,7.900955,-13.550848,1.0
14.997642,-4.638682,24.429996,0.0
5.388359,-17.842161,-10.334080,1.0
19.271453,5.309582,6.413322,0.0
-28.264425,-20.191645,-14.929373,1.0
15.735405,4.953624,29.240066,0.0
24.649292,20.648804,-23.527154,1.0
25.534405,-13.251317,28.966554,0.0
-21.263995,-33.962655,-32.251589,1.0
-2.541038,-7.220372,30.244704,0.0
12.924881,18.470569,-23.284652,1.0
3.575809,-31.370446,11.767679,0.0
7.420866,-17.513094,-9.967968,1.0
23.612394,23.508568,31.035736,0.0
9.783331,-1.552523,-4.470362,1.0
-34.276524,14.468731,11.191160,0.0
12.908804,28.265875,-29.360024,1.0
-22.168495,24.103409,23.404890,0.0
-28.780785,-18.653884,-5.986680,1.0
31.216410,4.204059,30.500406,0.0
30.114222,29.720920,-14.646926,1.0
-23.462627,-26.366173,34.228098,0.0
-22.785614,12.181173,-26.756198,1.0
21.590311,-11.636380,18.145121,0.0
21.642650,28.025455,-17.996330,1.0
9.050364,-0.539721,31.279792,0.0
14.128735,21.656969,-21.029510,1.0
-15.471094,27.326752,20.184807,0.0
9.995175,-11.092495,-27.068788,1.0
7.012369,-23.116168,5.458769,0.0
-8.566383,14.796547,-28.761500,1.0
17.652226,20.966818,19.333189,0.0
-4.171282,33.269351,-15.542841,1.0
-29.791124,10.580268,27.417761,0.0
5.666973,-25.177436,-18.578958,1.0
2.037384,12.313376,32.504340,0.0
13.433885,33.303174,-10.543247,1.0
10.842485,19.637683,13.981811,0.0
-27.778855,20.782527,-19.109712,1.0
2.741063,9.051766,27.702797,0.0
19.118836,30.273954,-23.582089,1.0
0.636845,-6.543097,13.756134,0.0
-15.750342,24.003686,-2.579273,1.0
6.121213,-20.778449,17.681065,0.0
16.516249,-31.407849,-15.363012,1.0
-17.105928,-9.323508,31.828483,0.0
11.894375,-11.242026,-23.045855,1.0
16.051154,-8.260322,0.702670,0.0
-10.785225,32.726960,-24.957231,1.0
27.747268,8.326358,20.421005,0.0
7.851075,3.013386,-34.424033,1.0
-7.738908,-7.834186,14.159265,0.0
31.516340,5.129289,-33.252237,1.0
-13.426634,18.555821,24.438448,0.0
28.261742,-24.902094,-14.054765,1.0
10.187331,-1.524237,14.965777,0.0
-7.120301,29.092830,-6.565075,1.0
4.813338,-22.235728,22.266784,0.0
-26.406095,-7.239615,-23.912483,1.0
-31.103913,-3.462581,-1.960588,0.0
-30.078253,14.809443,-24.790795,1.0
8.912068,-14.881467,11.937098,0.0
-14.658037,-27.634280,-13.958865,1.0
2.577404,-11.565546,18.448940,0.0
-7.397699,-13.119713,-16.132599,1.0
-29.900421,-6.368774,7.555618,0.0
14.799675,28.138442,-12.703310,1.0
8.328596,-21.283252,9.008744,0.0
11.990037,-13.443206,-2.527190,1.0
19.788573,16.548681,28.094887,0.0
-27.832734,25.244290,-7.991189,1.0
-12.761743,-6.610573,5.174472,0.0
-1.634545,-31.801002,-31.720063,1.0
18.734858,16.765459,30.158227,0.0
-16.769303,-21.677798,-7.710944,1.0
27.118738,14.632327,23.112382,0.0
31.886883,2.839832,-20.810890,1.0
-17.753429,28.113167,12.431728,0.0
33.624310,13.778470,-5.649543,1.0
-24.954381,31.711282,8.474368,0.0
-11.382472,4.798398,-10.413034,1.0
10.153326,-13.056748,16.846655,0.0
15.706316,6.060920,-4.982827,1.0
-2.586234,3.157393,17.494340,0.0
11.027149,-26.698896,-31.070277,1.0
-21.187061,-0.929762,3.577678,0.0
32.760936,-6.953151,-33.003185,1.0
7.162755,-15.569632,2.180152,0.0
22.739543,-16.499373,-34.974316,1.0
11.308703,15.371663,2.391169,0.0
31.520504,5.107831,1.763170,1.0
16.873146,16.972230,15.035497,0.0
23.862816,32.346349,0.451974,1.0
