x1,x2,x3,y
-3.648530,3.349843,1.741416,0.0
4.156826,2.182060,-7.339554,1.0
-7.889270,4.438508,-1.948076,0.0
5.052827,-4.734674,-7.117415,1.0
3.003524,-0.172131,8.800705,0.0
-7.749451,-7.828924,-6.847017,1.0
5.487583,-7.593869,4.867795,0.0
0.159931,-9.043852,-5.121645,1.0
0.953030,2.968359,5.554520,0.0
0.813981,-9.018774,-8.229737,1.0
4.100338,1.377726,1.612950,0.0
2.892645,-3.716645,-8.092052,1.0
-2.349727,-4.065676,5.957901,0.0
-7.579303,6.050956,-7.863025,1.0
1.831221,-5.668043,7.250522,0.0
1.033867,3.801412,-5.046769,1.0
4.489902,1.578555,7.798569,0.0
-0.358386,3.004308,-7.473210,1.0
6.329836,-6.439992,0.209743,0.0
1.511237,-8.246421,-9.152222,1.0
-6.570077,4.908098,2.300825,0.0
9.213187,1.037007,-4.337150,1.0
8.616759,2.273330,5.163960,0.0
4.618203,0.345199,-5.431744,1.0
1.368053,3.263972,7.091406,0.0
-2.908727,-6.168847,-6.404199,1.0
-3.912803,7.127299,5.917050,0.0
0.757627,-7.562981,-4.038543,1.0
6.584236,-8.743472,7.724498,0.0
-0.699460,-0.622147,-6.310839,1.0
1.646846,1.739919,5.277906,0.0
-4.226023,6.632615,-2.475168,1.0
-2.323092,-2.801841,6.017566,0.0
7.666460,7.990748,-0.534750,1.0
3.771258,-5.267549,5.760588,0.0
4.072375,-3.586195,-9.244670,1.0
0.386689,7.689703,8.409867,0.0
-5.827146,-7.846698,-7.403636,1.0
-0.071421,8.627884,5.019468,0.0
-5.322360,-5.506790,-4.237662,1.0
0.102069,4.274237,5.475408,0.0
0.148294,-0.029276,-8.875923,1.0
-7.290295,8.816207,7.238013,0.0
1.472281,6.634822,-2.526952,1.0
-2.596032,4.091747,6.823185,0.0
5.406677,9.026710,-8.803645,1.0
4.191827,-4.759380,8.162488,0.0
-3.268340,-5.187289,-6.969447,1.0
-6.373092,4.849719,5.573280,0.0
1.820772,4.710795,-7.611227,1.0
1.940114,1.694833,8.708147,0.0
-6.917657,3.542645,-3.422895,1.0
-0.719569,-3.800964,8.517705,0.0
7.613212,5.861794,-7.194674,1.0
7.553469,6.151350,7.631590,0.0
-5.065416,-2.242394,-6.843705,1.0
8.142050,3.238664,8.825830,0.0
-1.407714,-0.253127,-2.212792,1.0
0.619980,4.006974,-1.097047,0.0
2.663227,9.252970,-4.683677,1.0
-6.576263,-6.054982,-1.159238,0.0
-5.251974,5.677443,-3.350452,1.0
-2.222358,-2.364453,8.969645,0.0
-7.550941,-0.857875,-6.345756,1.0
0.408012,-5.941424,6.880119,0.0
0.063613,8.937427,-5.832926,1.0
-1.695317,2.004943,-1.608701,0.0
-5.649984,-6.286328,-7.827029,1.0
2.682206,-6.562393,5.452059,0.0
3.489727,6.044881,-3.182485,1.0
1.315737,-1.812663,3.697000,0.0
-4.582571,3.330252,-2.679661,1.0
-6.214150,-2.218061,-0.505943,0.0
1.103818,7.669128,-6.181812,1.0
-3.143149,-2.905627,8.889876,0.0
-2.263576,-6.913641,-6.373475,1.0
3.006970,1.941333,5.254865,0.0
6.443137,0.601512,-9.049639,1.0
-2.452722,-5.298849,2.049134,0.0
4.064780,-1.040433,-5.977570,1.0
-7.826337,1.955568,3.449858,0.0
2.254338,0.466958,-5.232488,1.0
-6.049310,-3.147404,2.705930,0.0
0.580177,4.626969,-5.276884,1.0
3.992263,7.764708,5.442738,0.0
5.277336,-7.211156,-4.866533,1.0
-0.251989,5.624984,-0.595533,0.0
7.995002,5.605122,-6.548023,1.0
5.241932,-7.044128,1.541070,0.0
6.621800,8.790845,-0.811328,1.0
-5.018789,0.212931,8.044235,0.0
-5.062057,-1.588419,-7.460215,1.0
3.420021,6.293753,3.363192,0.0
4.130255,2.004180,-4.890484,1.0
3.566231,8.448447,3.183616,0.0
-5.260752,6.948761,-5.498191,1.0
2.892843,-0.383518,8.676310,0.0
-0.581568,9.178838,-4.559919,1.0
-5.192223,5.501723,7.571858,0.0
8.227059,-0.212811,-7.431879,1.0
3.257306,5.743614,1.955133,0.0
3.099539,-4.655509,-2.230553,1.0
-5.571608,8.986371,4.090589,0.0
7.770145,2.225741,-3.033635,1.0
3.443822,-2.886461,-0.074505,0.0
1.123765,8.114131,-5.209833,1.0
0.613167,1.094547,3.181378,0.0
4.443555,3.827777,-6.664448,1.0
5.177295,4.004518,9.183659,0.0
-1.540637,-2.280014,-6.787734,1.0
1.285197,5.714310,8.805698,0.0
3.955740,7.729999,-6.147779,1.0
5.106553,5.441706,4.527440,0.0
6.166955,8.805599,-6.933928,1.0
-3.175923,4.266493,5.513844,0.0
-1.490233,7.849275,-8.185427,1.0
-8.434157,-2.281604,7.160470,0.0
0.866229,-5.094184,-5.775972,1.0
8.845374,-5.606535,1.707181,0.0
-9.278126,4.936762,-5.923828,1.0
3.443796,-3.316913,0.488223,0.0
-4.920077,3.865146,-8.807157,1.0
-4.092441,1.148915,4.847707,0.0
6.574987,3.198332,-4.542149,1.0
3.576676,-2.012055,1.435989,0.0
2.857582,2.182511,-3.604601,1.0
-8.126895,-8.922225,0.857940,0.0
-1.637557,5.581788,-7.323880,1.0
6.219169,-6.432004,3.078548,0.0
-1.655978,-6.422142,-5.281494,1.0
-4.543065,-2.291254,-2.304943,0.0
-9.173662,-6.332726,-7.145614,1.0
7.855355,2.149317,4.400447,0.0
2.703591,-0.548179,-7.795766,1.0
-9.185686,-3.832283,4.573688,0.0
-0.444208,-7.205860,-6.830672,1.0
5.312598,8.837372,8.887045,0.0
1.926554,-3.010146,-4.486904,1.0
-5.742569,0.047905,6.503238,0.0
-5.986272,-3.877239,-9.128793,1.0
-6.777261,0.966422,6.152432,0.0
4.562612,-3.971921,-5.053492,1.0
1.860502,2.864514,7.731099,0.0
8.902091,-0.952735,-3.744894,1.0
2.764765,4.611962,7.705202,0.0
-0.023127,1.902321,-5.255490,1.0
8.746510,6.793039,5.415563,0.0
2.510477,8.780781,-1.669702,1.0
-4.372490,0.152876,4.555702,0.0
7.926308,4.265213,-4.208482,1.0
-8.450503,1.989219,8.811875,0.0
1.893684,2.544395,-3.611567,1.0
-4.082191,6.011912,7.672712,0.0
4.568034,-5.853105,-3.608743,1.0
-0.702750,-0.120292,6.716299,0.0
-4.025277,-4.638282,-6.200627,1.0
-6.024818,-0.713278,9.038573,0.0
-1.979923,-1.169750,-4.613838,1.0
-3.930170,-5.772787,-1.266356,0.0
-1.588676,8.725321,-2.719205,1.0
