x1,x2,x3,y
0.741099,-11.541588,-0.420677,0.0
8.220255,-5.373760,-5.461531,1.0
-7.448036,4.854129,2.352793,0.0
9.242461,-2.761576,-6.044772,1.0
1.317875,5.529507,8.800797,0.0
7.225756,-3.110512,-7.287962,1.0
-5.315589,4.889745,8.501007,0.0
-11.581609,10.292158,-4.844888,1.0
-8.674269,3.560203,10.499541,0.0
1.001322,10.025494,-5.883290,1.0
-10.929355,-9.673301,8.798935,0.0
8.541956,-0.137802,-12.364781,1.0
11.736675,10.304934,11.691576,0.0
-12.283337,-7.643503,-7.501808,1.0
-9.522977,-1.476525,-1.225357,0.0
0.441244,-8.017896,-4.536778,1.0
-2.698392,11.324570,2.287206,0.0
-7.063941,9.139419,-1.914368,1.0
9.332883,6.560753,9.401322,0.0
-6.689130,10.996608,-12.348888,1.0
-8.227945,4.121510,2.645046,0.0
-11.148310,-3.245050,-12.088703,1.0
-0.809656,11.308694,11.560078,0.0
-2.420201,2.080813,-3.969501,1.0
5.870357,0.691461,4.134993,0.0
12.573517,-4.898770,-7.772933,1.0
-5.241294,-0.826438,11.578472,0.0
3.978297,-3.968482,-11.355073,1.0
1.046251,-2.863159,9.094256,0.0
9.997107,8.578615,-4.561628,1.0
10.388779,12.202764,11.208010,0.0
4.172650,11.332547,-4.254722,1.0
6.625430,-6.392832,4.062947,0.0
1.543208,3.899424,-4.545867,1.0
12.153498,1.448994,9.561615,0.0
12.476799,7.955570,-5.207238,1.0
-12.057988,-9.006112,9.209078,0.0
-11.427744,10.709889,-1.169967,1.0
-5.487000,-8.817165,9.978320,0.0
-10.882344,12.439272,-10.252779,1.0
-5.906528,5.789834,7.371578,0.0
-10.618412,-6.058380,-12.337257,1.0
0.332185,2.240714,6.072702,0.0
7.553888,7.796962,-7.111539,1.0
1.345398,7.298234,12.184424,0.0
7.471291,1.979475,-11.751358,1.0
-7.193630,5.464775,0.804190,0.0
-6.960982,-1.226846,-12.117797,1.0
8.235905,1.650751,0.860189,0.0
8.478621,10.588223,0.637734,1.0
5.866794,-7.988854,6.860694,0.0
-1.569522,-10.950545,-9.717065,1.0
-1.531496,-11.848981,2.619811,0.0
-5.141679,9.400692,-8.775269,1.0
-8.579433,10.266195,4.726913,0.0
-2.341330,-3.541105,-2.806458,1.0
-9.576937,-12.386678,2.450827,0.0
-0.616085,-12.138577,-9.284789,1.0
-12.182309,0.729508,3.792205,0.0
-7.048867,6.485779,-4.507491,1.0
-5.546283,-6.779438,7.018565,0.0
3.914829,4.528794,-1.670927,1.0
11.724105,3.826925,12.249225,0.0
2.740011,-3.030783,-2.248564,1.0
12.616835,6.349218,11.363423,0.0
2.646931,-5.838100,-3.259148,1.0
-9.263867,1.379599,0.581661,0.0
-3.887673,-8.913772,-6.937230,1.0
-2.822338,1.771173,1.829480,0.0
-7.496743,5.440248,-10.599695,1.0
1.175654,-3.975398,5.699854,0.0
2.678610,-10.998954,-6.511335,1.0
4.058788,-7.957139,3.995111,0.0
1.758786,-8.078996,-6.203442,1.0
3.679803,-3.151219,7.191650,0.0
7.392483,8.667281,-1.464458,1.0
4.221411,11.650431,1.249609,0.0
-3.452692,5.813509,-9.799920,1.0
-1.255000,1.619779,11.557860,0.0
-10.653724,-10.745109,-11.568970,1.0
-4.666805,3.404737,9.421511,0.0
-3.396804,-2.085538,-8.470366,1.0
5.672846,9.114976,7.906224,0.0
2.557872,7.761993,-6.495772,1.0
0.005397,-11.692155,1.980119,0.0
9.045674,-7.761883,-3.393947,1.0
-0.510139,2.096120,7.210717,0.0
6.199895,9.634620,-0.282939,1.0
-9.429533,7.430601,10.609173,0.0
-5.867531,-4.394090,-2.877766,1.0
-3.216098,-11.357385,-1.483828,0.0
7.355214,-3.319150,-6.935140,1.0
7.333993,-1.578193,2.835773,0.0
-10.554871,12.276728,-6.057617,1.0
8.299754,-0.431156,3.741247,0.0
4.880812,9.413654,-1.299204,1.0
-9.699471,1.794186,3.565715,0.0
-7.672174,0.976218,-6.790786,1.0
0.552645,-4.494315,10.823233,0.0
-5.441135,-5.954705,-11.385244,1.0
11.549645,-9.912777,5.249972,0.0
7.613651,-11.769663,-6.341140,1.0
7.151087,-3.686279,2.709018,0.0
3.968326,7.662566,-10.541317,1.0
-0.675888,6.753853,5.774942,0.0
-8.052873,2.557056,-8.880464,1.0
9.845945,2.398605,0.596129,0.0
-0.258347,9.957884,-11.568110,1.0
-5.023070,6.057335,1.272185,0.0
12.561511,-1.878748,-11.949457,1.0
-10.034804,-2.148977,7.113718,0.0
-6.877672,-9.025122,-8.463163,1.0
-1.812329,4.184275,5.967837,0.0
-11.478561,1.422344,-8.367174,1.0
-12.138534,-5.946702,2.376364,0.0
0.724122,10.311343,-10.774623,1.0
2.949656,-12.329920,6.677298,0.0
0.327520,0.623750,-12.708912,1.0
-1.842692,5.873544,6.680742,0.0
-9.814588,12.614325,-11.332019,1.0
12.072112,-9.605608,-0.153641,0.0
8.835460,-8.021687,-11.704553,1.0
9.695912,-10.408784,11.018962,0.0
-9.728251,4.493611,-3.113614,1.0
12.446003,2.370347,7.794130,0.0
-5.336970,3.950754,-8.953710,1.0
2.318798,8.839200,7.048951,0.0
-1.230569,2.621414,-5.183496,1.0
5.257936,-1.071897,9.177535,0.0
11.061411,1.931847,-1.034070,1.0
-10.628577,2.312490,8.049210,0.0
-6.760904,7.891091,-10.074039,1.0
-8.035419,-11.280470,6.484455,0.0
5.106005,5.422987,-0.803196,1.0
6.955475,11.067821,9.327629,0.0
0.209435,12.772912,-9.635272,1.0
-7.380032,-4.203641,8.160681,0.0
3.134969,4.632055,-4.693090,1.0
-7.929622,0.450389,-0.189214,0.0
3.015595,-4.889786,-9.268729,1.0
-1.651655,-8.966808,6.065360,0.0
-9.957107,-1.901660,-12.573781,1.0
-3.859697,0.465642,0.032671,0.0
8.271680,-11.470712,-2.410112,1.0
-0.519952,-9.239165,9.133641,0.0
6.011291,-11.428355,-5.220848,1.0
-9.192242,1.994903,-0.034123,0.0
10.804932,-7.911527,-6.982095,1.0
11.634637,10.539411,10.718349,0.0
0.638752,9.098483,-0.082452,1.0
-11.007467,8.702618,12.358560,0.0
-12.102372,-12.569849,-11.337648,1.0
-0.704138,-7.242543,6.386877,0.0
2.125565,12.377757,-1.257827,1.0
1.485965,-10.986708,4.270957,0.0
-6.541676,6.047163,-3.939142,1.0
1.453849,12.438948,12.170536,0.0
-6.205474,-0.999583,-9.126913,1.0
-12.250739,2.632800,12.713315,0.0
-5.557895,2.857510,-5.145881,1.0
-10.571588,-12.684769,7.209893,0.0
9.727981,-9.025041,-7.682050,1.0
-0.300648,-9.795210,8.224337,0.0
6.722845,-7.539424,-2.660981,1.0
10.444341,-1.168179,5.782310,0.0
10.117490,9.461714,-7.858511,1.0
-8.070801,8.450505,4.042037,0.0
4.535654,-6.070358,-10.346113,1.0
-5.996075,11.162146,8.149087,0.0
6.633924,8.356136,-5.480694,1.0
-6.649879,5.076840,5.803447,0.0
-12.394981,10.361902,-7.935351,1.0
0.546174,-10.856254,-1.416773,0.0
11.794519,9.673733,-4.989969,1.0
8.517032,-9.445156,5.312717,0.0
4.593350,-9.171737,-12.217141,1.0
-7.160950,-8.494905,3.092089,0.0
1.126558,-9.946299,-5.157650,1.0
2.410089,7.169817,7.222272,0.0
8.560874,10.608036,0.747971,1.0
-9.945112,-5.102402,7.231011,0.0
12.300197,9.406255,0.789521,1.0
-3.738464,-9.968949,7.200861,0.0
-1.857847,7.168175,-4.369877,1.0
5.805148,5.517465,10.307631,0.0
5.204154,-8.989948,-7.102054,1.0
-1.857850,7.113078,3.198541,0.0
11.448503,5.395212,-4.249703,1.0
10.157457,-10.027935,11.605163,0.0
-6.521407,-11.694149,-12.548445,1.0
-2.662755,-4.122815,9.192867,0.0
11.645762,-7.283643,-3.749852,1.0
1.755460,-12.781462,-0.514775,0.0
10.587121,-7.858007,-4.964132,1.0
-1.190984,2.326614,12.422957,0.0
-2.057432,6.332115,-2.807119,1.0
-3.398555,-5.910683,12.769180,0.0
3.419331,-3.299511,-8.494749,1.0
6.857289,-0.736137,0.090129,0.0
11.613978,-3.866880,-1.031960,1.0
0.097965,8.090678,0.266619,0.0
10.861427,-5.593468,-9.031578,1.0
-4.646341,-11.060369,-1.521021,0.0
12.102256,10.609976,-9.903107,1.0
-8.929818,9.346126,3.979918,0.0
4.319865,2.367386,-1.883250,1.0
1.011922,8.974996,9.513382,0.0
0.281675,-1.890494,-7.717546,1.0
-9.227481,-1.479477,-0.233860,0.0
10.101739,0.726372,-7.230257,1.0
-1.311922,-7.868587,6.184809,0.0
-9.816477,6.479087,-10.275809,1.0
9.383880,-6.729346,5.201246,0.0
7.803308,1.399490,-8.432856,1.0
-8.608345,10.740076,6.557298,0.0
11.195385,0.827520,-1.274974,1.0
10.231137,-0.473423,7.766105,0.0
11.861721,12.743088,-3.478916,1.0
3.102235,-7.931300,3.420089,0.0
7.695623,9.140203,-9.021047,1.0
7.684432,0.253491,11.563561,0.0
-11.513050,10.574339,-1.052247,1.0
-6.508166,6.052831,1.964809,0.0
8.460376,11.147219,0.545381,1.0
8.980890,4.219600,9.050435,0.0
-1.469443,7.071398,-12.234975,1.0
7.013629,-9.944932,3.465599,0.0
-1.870749,-4.884914,-6.360266,1.0
9.006718,3.101445,7.523014,0.0
1.669030,-6.209692,-2.659754,1.0
-4.756264,10.267289,0.210796,0.0
-6.819374,-2.015182,-5.678847,1.0
-1.860331,-8.981610,10.588329,0.0
-1.094731,7.262635,-4.149640,1.0
-6.899822,2.699361,7.885200,0.0
2.496907,7.113393,-3.868135,1.0
11.858754,-11.520076,1.563318,0.0
4.228050,-4.757415,-10.663521,1.0
-3.260343,-12.585783,6.992702,0.0
2.224745,-10.310277,-4.564894,1.0
4.948131,-11.167938,4.564079,0.0
-12.771677,2.422168,-2.390156,1.0
-2.668392,3.529882,11.996950,0.0
5.695530,6.376216,-3.485074,1.0
-12.689600,-0.514859,4.495808,0.0
1.402070,12.594972,-7.021533,1.0
6.149034,-0.381616,12.156745,0.0
-2.554296,1.151335,-7.248279,1.0
7.347933,2.314402,12.141955,0.0
-2.019150,9.740711,-5.392392,1.0
-0.669891,5.147271,9.649134,0.0
1.978690,1.442618,-3.819921,1.0
-6.719258,-8.973340,1.428183,0.0
-6.536267,-5.436723,-10.392259,1.0
-3.536127,11.507455,3.388233,0.0
-0.963208,-9.429081,-11.518004,1.0
6.349159,9.515502,7.176035,0.0
-1.353476,10.535772,-5.740277,1.0
3.596535,5.369136,4.186753,0.0
-9.614151,2.160144,-2.751453,1.0
-8.030323,-2.433895,6.234701,0.0
4.369831,-2.656230,-3.667774,1.0
4.269944,8.145540,0.557460,0.0
2.570149,9.291433,-4.832628,1.0
-7.231785,4.185151,-0.851828,0.0
-8.098513,3.492526,-6.562551,1.0
11.316841,-5.856024,10.920374,0.0
11.438369,-11.331627,-12.490752,1.0
0.984481,8.572290,3.313466,0.0
-7.206439,-5.019534,-11.947169,1.0
5.911387,-0.915898,-0.189420,0.0
-2.509997,3.285338,-6.911120,1.0
-4.518556,11.829593,11.278440,0.0
4.290046,-12.398339,-2.540134,1.0
-1.181353,10.608488,0.287619,0.0
3.323701,2.244840,-8.544338,1.0
10.644925,-9.141764,8.266143,0.0
2.617304,8.221891,-7.458047,1.0
-5.167546,9.851464,0.229407,0.0
5.372591,5.930581,-11.840358,1.0
-8.092581,0.799219,0.044240,0.0
11.024754,0.240660,-5.489638,1.0
-2.692585,6.515713,0.243803,0.0
10.587993,6.795161,-2.799237,1.0
-2.449376,-1.870548,3.825644,0.0
-7.201719,-2.498568,-10.871103,1.0
-2.836961,12.000038,9.684685,0.0
7.212516,4.761141,-8.389763,1.0
-9.493570,6.373946,-0.935473,0.0
3.791728,9.168549,-0.081622,1.0
-12.234475,-5.623403,6.445906,0.0
-3.656974,2.832749,-8.903243,1.0
-1.329224,8.531681,8.761760,0.0
10.971979,9.249606,-11.584349,1.0
4.772330,3.742200,2.228758,0.0
-3.200910,-12.094228,-7.584984,1.0
6.924209,-2.418604,6.857039,0.0
2.909751,8.187351,-2.720555,1.0
10.281036,-6.631650,7.441345,0.0
-10.299511,3.319786,-12.546410,1.0
1.848602,-8.940313,12.396205,0.0
-1.954505,-4.568097,-6.387240,1.0
10.946201,11.195227,3.631269,0.0
-0.340595,10.027029,-5.773623,1.0
-2.298830,-6.028257,9.713241,0.0
4.269488,0.492377,-1.698445,1.0
7.613365,9.029029,1.060494,0.0
-1.193005,-6.035371,-10.782894,1.0
0.437033,-1.993318,10.230337,0.0
8.051934,7.251560,-8.126549,1.0
10.022257,-3.933932,9.287774,0.0
-2.324379,-0.235819,-2.838487,1.0
-2.425015,-2.021356,3.689608,0.0
-9.112527,10.562531,-12.075350,1.0
7.081221,-0.315553,2.073720,0.0
7.879700,5.320952,-0.638861,1.0
-8.345619,-2.414074,6.441942,0.0
-7.441947,4.801100,-4.960850,1.0
-7.256067,5.675933,10.923325,0.0
5.603085,-11.345163,-10.829795,1.0
6.341118,2.365399,3.809773,0.0
2.821817,-10.518675,-1.903727,1.0
-11.149453,3.141902,0.471149,0.0
5.017623,4.796034,-9.742470,1.0
-4.754228,-6.712068,10.717487,0.0
3.139818,9.313651,-10.895608,1.0
-5.214429,-10.108294,-0.563184,0.0
-6.311738,5.012033,-12.548988,1.0
7.003809,4.219204,4.875090,0.0
-0.569822,-2.599285,-12.671388,1.0
-1.337849,-8.421994,0.970781,0.0
1.732351,8.429266,-5.309751,1.0
-7.207482,3.047996,6.070009,0.0
12.185197,-3.401511,-7.983456,1.0
11.275142,10.114623,12.589905,0.0
-9.397546,7.445719,-1.233804,1.0
-10.262800,5.917379,3.134747,0.0
12.407073,-11.920935,-10.943866,1.0
1.359694,-8.423965,12.309830,0.0
-12.018102,-4.235936,-5.342901,1.0
-7.352457,-1.538325,5.627835,0.0
11.724588,11.953326,-10.771169,1.0
11.747838,-6.887402,8.927817,0.0
-6.270314,10.032018,-1.734451,1.0
-9.434962,-7.004479,11.123520,0.0
1.076418,-7.840454,-11.946422,1.0
2.216205,-0.240630,5.108382,0.0
3.094437,-10.997765,-9.728167,1.0
5.411447,-6.615329,2.863805,0.0
3.632464,-5.175761,-5.590027,1.0
6.450417,-3.843834,11.723806,0.0
6.372209,-12.678970,-6.066954,1.0
-9.725451,0.342787,5.540682,0.0
-6.187754,-10.380612,-7.156431,1.0
-4.984791,9.416444,6.633295,0.0
-0.953398,1.842692,-8.838340,1.0
9.124804,-9.012254,8.687795,0.0
-5.266949,3.185044,-4.645441,1.0
-8.934654,4.876907,1.621453,0.0
0.110695,-8.343950,-5.452118,1.0
-12.784264,-4.324117,6.628292,0.0
5.385598,-5.847395,-4.761022,1.0
-4.860951,-8.406508,3.653705,0.0
-5.558333,-4.495120,-7.693046,1.0
0.403952,5.225818,2.709986,0.0
11.943323,1.825719,-10.937885,1.0
8.384724,-5.944416,10.415319,0.0
-2.561421,9.390505,-4.200436,1.0
-12.127979,-7.742721,0.311622,0.0
6.390091,6.266833,-0.734984,1.0
12.117591,12.343911,5.841902,0.0
-6.165090,12.126401,-1.566481,1.0
5.135579,-9.519367,9.786111,0.0
10.901677,5.279322,-5.487480,1.0
-1.018831,2.915243,3.576124,0.0
-10.427428,3.824515,-7.172226,1.0
-12.612146,-4.333147,7.783273,0.0
10.994176,-1.683275,-7.074109,1.0
-0.908648,11.553922,11.528760,0.0
3.342926,-7.449979,-6.725907,1.0
4.135025,-6.640693,8.449015,0.0
9.292056,11.591179,-7.218165,1.0
-4.848061,3.444423,10.304822,0.0
6.757207,6.779208,-9.735666,1.0
-9.864154,-1.227925,2.175665,0.0
-0.133511,8.877201,-4.140446,1.0
6.948983,4.352455,12.623130,0.0
10.333873,11.004857,-6.257956,1.0
-9.069698,-12.019065,8.020887,0.0
2.461051,-6.713934,-3.348638,1.0
1.073928,1.514191,6.407229,0.0
9.763793,4.061374,0.202436,1.0
4.635052,0.512914,0.598128,0.0
2.079929,-12.233879,-2.957105,1.0
-2.148134,-7.692948,11.179487,0.0
-9.935487,3.063266,-3.920491,1.0
11.253506,4.881822,5.261918,0.0
-5.165234,-2.480256,-10.548817,1.0
9.614251,-0.478564,1.738131,0.0
7.465846,-12.725082,-10.084493,1.0
11.268617,2.849683,2.906471,0.0
-5.299483,-6.011144,-12.165755,1.0
-9.431165,5.614817,8.926432,0.0
2.158694,5.970860,-5.326577,1.0
10.951573,-0.915169,7.504156,0.0
8.447117,-6.909310,-7.283850,1.0
-12.643945,-1.180451,4.869833,0.0
12.208625,6.366493,-9.105460,1.0
2.970024,-2.802475,6.532318,0.0
7.391167,12.143876,-9.294431,1.0
12.022189,-3.868728,6.210185,0.0
4.424082,-12.453807,-8.640333,1.0
2.780641,-11.371876,6.327105,0.0
-4.457146,-5.658581,-5.343520,1.0
0.071934,5.795384,1.644737,0.0
9.516353,-7.449959,-6.533153,1.0
3.712217,4.033003,0.936495,0.0
-5.767976,4.832667,-8.999455,1.0
-9.050595,1.850509,3.204699,0.0
-2.770731,-1.277577,-1.937544,1.0
-5.250083,5.062801,2.317961,0.0
-2.313202,8.408864,-11.090400,1.0
-12.498151,-8.421523,5.939868,0.0
7.234213,11.009942,-1.288286,1.0
3.543593,11.559287,3.851439,0.0
-7.329257,4.383663,-5.799877,1.0
-4.823892,0.050068,2.696836,0.0
-4.637197,-10.976223,-7.632123,1.0
5.825885,-4.349694,9.975943,0.0
2.233600,10.514459,-5.639154,1.0
1.867356,-0.943347,-0.515962,0.0
4.395182,-11.778569,-4.103814,1.0
6.856802,-8.929657,12.330320,0.0
-0.665092,9.006208,-8.599071,1.0
8.365080,-3.300492,7.173115,0.0
-2.771487,11.614103,-6.487482,1.0
-12.673609,12.250826,4.034746,0.0
-11.586280,8.589041,-6.840851,1.0
9.825764,-3.983867,12.764597,0.0
11.538613,9.474450,-2.560797,1.0
6.772152,1.958728,3.982480,0.0
-3.835689,-5.626293,-2.442404,1.0
-0.106828,-3.459468,1.204975,0.0
