x1,x2,x3,y
-6.749582,13.781975,10.385214,0.0
8.931880,1.111570,-4.539876,1.0
0.042227,-16.286056,15.725811,0.0
-7.308384,-6.006190,-6.392325,1.0
-9.091201,-5.818114,2.498815,0.0
-13.947010,-8.400482,-14.416355,1.0
-0.041293,-1.013183,5.901133,0.0
-0.652969,14.547246,-7.777047,1.0
7.997425,3.716308,0.650476,0.0
6.921430,3.467973,-2.190215,1.0
-8.388932,16.223635,1.052240,0.0
-13.278575,5.994111,-10.409599,1.0
-8.776501,3.352286,13.004462,0.0
-10.885566,-1.708460,-9.313740,1.0
1.083309,-8.834040,2.083945,0.0
14.677472,9.275560,-5.592782,1.0
9.273972,8.653742,13.973908,0.0
15.662032,-9.232005,-4.816732,1.0
5.417676,7.879810,10.578422,0.0
-10.809990,14.490915,-1.855567,1.0
-5.453881,10.628143,5.130625,0.0
9.105678,-14.875875,-13.220859,1.0
-0.908697,6.528715,8.188995,0.0
-0.268310,11.507904,-6.750960,1.0
4.789096,3.344326,11.899616,0.0
-4.680398,8.548427,-11.924396,1.0
-7.339426,0.266599,1.729996,0.0
8.528300,16.145158,-11.194744,1.0
-4.047217,-8.580440,5.343493,0.0
9.973938,-8.020244,-1.876704,1.0
7.743263,-10.986816,14.070959,0.0
1.372847,6.432361,-6.546437,1.0
3.759535,-8.492604,-0.087676,0.0
1.101334,-2.887244,-16.162596,1.0
-3.192904,-5.136769,2.720455,0.0
9.567059,-15.440881,-8.620261,1.0
-10.428476,-8.390249,2.570861,0.0
-11.741630,-1.569105,-9.812564,1.0
3.095253,13.917294,8.706582,0.0
1.245549,11.943581,-8.825861,1.0
11.223412,3.885930,8.623969,0.0
10.145662,7.144173,-15.566020,1.0
11.671199,5.839622,9.058780,0.0
-15.096915,3.155529,-4.653133,1.0
4.036628,-4.389929,10.266758,0.0
5.077809,4.740069,-4.438501,1.0
4.034031,-15.046630,0.221373,0.0
13.471780,7.213430,-10.359042,1.0
8.391331,-8.897586,15.111169,0.0
-4.561152,-0.286814,-8.386069,1.0
11.033505,13.125641,4.785094,0.0
-0.284574,2.173077,-11.636506,1.0
3.962996,12.073869,11.538751,0.0
0.048257,-13.945484,-16.067922,1.0
-9.699777,-4.156065,12.468632,0.0
12.142642,9.381669,-4.804123,1.0
8.569384,13.640055,4.635851,0.0
11.995338,8.648867,-8.968447,1.0
-4.222413,-16.087833,14.812737,0.0
