x1,x2,x3,y
-114.512986,-47.761258,48.738784,0.0
95.277984,9.079803,-125.535191,1.0
-125.008573,-79.081478,95.157276,0.0
-131.813464,15.109773,-112.564513,1.0
-45.223626,2.517779,43.782358,0.0
-73.969461,131.263032,-12.268795,1.0
-44.997429,8.212304,2.745072,0.0
137.834183,143.118939,-116.110244,1.0
-116.442505,-65.178144,139.328748,0.0
20.787250,139.311164,-145.561658,1.0
-82.059795,-62.977252,82.944360,0.0
134.872987,14.284444,-26.094991,1.0
50.593830,26.507493,9.517292,0.0
-67.937522,-105.927600,-59.447460,1.0
-134.057406,-30.816144,106.882609,0.0
-32.757116,-128.841608,-40.171175,1.0
123.508173,-26.132557,32.820373,0.0
100.531094,114.096279,-27.581430,1.0
1.940094,-96.847347,-5.422138,0.0
95.084249,-35.029098,-95.830599,1.0
-124.043634,78.637848,102.814505,0.0
54.355405,-116.713656,-29.115522,1.0
73.090558,-11.000030,33.048937,0.0
53.511708,11.270603,-108.333172,1.0
113.155246,4.222095,60.910003,0.0
78.629018,-74.094479,-14.475089,1.0
101.113082,-32.438831,36.709780,0.0
61.115405,-89.385217,-33.254180,1.0
-106.675336,-12.366766,91.645478,0.0
0.331019,15.437872,-132.663823,1.0
-6.893025,72.922751,111.464759,0.0
-85.894696,15.838834,-118.936995,1.0
22.879693,-24.993706,129.603629,0.0
127.562182,73.588064,-128.917390,1.0
-54.084272,1.638069,108.064877,0.0
-43.265079,-76.174389,-139.402519,1.0
-18.213231,-93.776504,126.899925,0.0
83.888095,131.207809,-43.425216,1.0
2.741082,-66.632854,10.831465,0.0
97.746504,33.498321,-40.658320,1.0
-144.964823,24.213803,5.873654,0.0
-110.143076,105.323314,-19.945502,1.0
135.042758,-52.367897,22.364372,0.0
84.089665,15.007112,-96.680023,1.0
-69.269942,-15.907370,128.424865,0.0
64.326385,-142.443518,-23.017797,1.0
-130.306197,-56.254840,70.646255,0.0
-130.039643,43.712102,-60.362959,1.0
-102.907840,-56.074533,137.154427,0.0
92.815553,87.003867,-95.806323,1.0
36.094616,-133.781772,15.738119,0.0
66.801385,-9.121322,-59.984474,1.0
29.616526,-95.050648,67.541608,0.0
-26.298194,94.254840,-34.190469,1.0
37.070682,-81.051791,23.444483,0.0
143.374045,103.569934,-6.229704,1.0
